seed,spans,launch_power_dbm,pcs_nu,scenario,display_name,band,channel_id,shaped,neural_nli,ase_var,nli_var,implementation_var,total_noise_var,gsnr_db,entropy_bits_per_symbol,ser,ber,gmi_bits_per_symbol,ngmi,net_rate_tbps,parameter_count,train_time_s,inference_time_s,residual_mse_before,residual_mse_after,residual_mse_improvement_percent,score
1,6,-2.0,0.06,pcs_only,PCS only,C,2,True,False,0.0026400000000000004,0.0017803303969027556,0.005157396681095,0.009577727077997755,20.342347873367792,3.999169246920991,0.0,0.0,3.999169246920991,1.0,0.4265780530049057,0,0.0,0.0,0.008963140146975444,0.008963140146975444,0.0,1.2402719679396175
1,6,-2.0,0.06,pcs_only,PCS only,L,0,True,False,0.0029349717600234016,0.0016171334438533364,0.005157396681095,0.009709501884971737,20.30606933501557,3.999169246920991,0.0,0.0,3.999169246920991,1.0,0.4265780530049057,0,0.0,0.0,0.009061758726507038,0.009061758726507038,0.0,1.2388208264055285
1,6,-2.0,0.06,pcs_only,PCS only,L,1,True,False,0.0029349717600234016,0.0015220079471560816,0.005157396681095,0.009614376388274483,20.30116745785829,3.999169246920991,0.0,0.0,3.999169246920991,1.0,0.4265780530049057,0,0.0,0.0,0.009174356306355706,0.009174356306355706,0.0,1.2386247513192372
1,6,-2.0,0.06,pcs_only,PCS only,L,2,True,False,0.0029349717600234016,0.0016171334438533364,0.005157396681095,0.009709501884971737,20.25008308337059,3.999169246920991,0.0,0.0,3.999169246920991,1.0,0.4265780530049057,0,0.0,0.0,0.009129703209866388,0.009129703209866388,0.0,1.2365813763397293
1,6,-2.0,0.12,pcs_only,PCS only,O,0,True,False,0.004222833195542727,0.0036385502486700073,0.005157396681095,0.013018780125307734,19.13579579490745,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.011783358105626241,0.011783358105626241,0.0,1.1917443497612297
1,6,-2.0,0.12,pcs_only,PCS only,O,1,True,False,0.004222833195542727,0.0034245178811011835,0.005157396681095,0.01280474775773891,19.28676881128952,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.011491214001832542,0.011491214001832542,0.0,1.1977832704165123
1,6,-2.0,0.12,pcs_only,PCS only,O,2,True,False,0.004222833195542727,0.0036385502486700073,0.005157396681095,0.013018780125307734,19.215541538467303,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.011470389068630488,0.011470389068630488,0.0,1.1949341795036237
1,6,-2.0,0.12,pcs_only,PCS only,E,0,True,False,0.003746311857259204,0.003234266887706673,0.005157396681095,0.012137975426060876,19.37165711773694,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.011210670963811951,0.011210670963811951,0.0,1.2011788026744092
1,6,-2.0,0.12,pcs_only,PCS only,E,1,True,False,0.003746311857259204,0.003044015894312163,0.005157396681095,0.011947724432666368,19.534630982921104,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.01074688876779438,0.01074688876779438,0.0,1.2076977572817758
1,6,-2.0,0.12,pcs_only,PCS only,E,2,True,False,0.003746311857259204,0.003234266887706673,0.005157396681095,0.012137975426060876,19.44082489490867,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.010919147774132991,0.010919147774132991,0.0,1.2039455137612785
1,6,-2.0,0.12,pcs_only,PCS only,S,0,True,False,0.0031304294951613027,0.0024257001657800046,0.005157396681095,0.010713526342036307,19.883977458871346,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.00998434500502077,0.00998434500502077,0.0,1.2216716163197854
1,6,-2.0,0.12,pcs_only,PCS only,S,1,True,False,0.0031304294951613027,0.0022830119207341223,0.005157396681095,0.010570838096990425,19.90075341482551,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.009920127758374957,0.009920127758374957,0.0,1.2223426545579519
1,6,-2.0,0.12,pcs_only,PCS only,S,2,True,False,0.0031304294951613027,0.0024257001657800046,0.005157396681095,0.010713526342036307,19.98320360519055,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.009717510012671043,0.009717510012671043,0.0,1.2256406621725535
1,6,-2.0,0.12,pcs_only,PCS only,C,0,True,False,0.0026400000000000004,0.0017803303969027556,0.005157396681095,0.009577727077997755,20.29926298891025,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.009020500239645643,0.009020500239645643,0.0,1.2382830375213416
1,6,-2.0,0.12,pcs_only,PCS only,C,1,True,False,0.0026400000000000004,0.0016756050794378878,0.005157396681095,0.009473001760532888,20.302482764576773,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.009041530229164865,0.009041530229164865,0.0,1.2384118285480024
1,6,-2.0,0.12,pcs_only,PCS only,C,2,True,False,0.0026400000000000004,0.0017803303969027556,0.005157396681095,0.009577727077997755,20.26021809723231,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.008962033104541248,0.008962033104541248,0.0,1.236721241854224
1,6,-2.0,0.12,pcs_only,PCS only,L,0,True,False,0.0029349717600234016,0.0016171334438533364,0.005157396681095,0.009709501884971737,20.22622692539354,3.996679855921233,0.0,0.0,3.996679855921233,1.0,0.4263125179649315,0,0.0,0.0,0.00906499743920606,0.00906499743920606,0.0,1.235361594980673
