spans,launch_power_dbm,pcs_nu,scenario,display_name,n_seeds,n_channels_per_seed,total_net_rate_tbps_mean,total_net_rate_tbps_std,total_net_rate_tbps_ci95,mean_gsnr_db_mean,mean_gsnr_db_std,mean_gsnr_db_ci95,mean_ber_mean,mean_ber_std,mean_ber_ci95,mean_ngmi_mean,mean_ngmi_std,mean_ngmi_ci95,mean_score_mean,mean_score_std,mean_score_ci95,mean_inference_time_ms_per_channel_mean,mean_inference_time_ms_per_channel_std,mean_inference_time_ms_per_channel_ci95,mean_residual_mse_improvement_percent_mean,mean_residual_mse_improvement_percent_std,mean_residual_mse_improvement_percent_ci95
6,0.0,0.12,pcs_only,PCS only,3,15,6.394687769473973,0.0,0.0,18.870666791074893,0.004598207249850972,0.00520336133924265,4.9247226177946805e-05,7.279972313775871e-06,8.238064191100983e-06,1.0,0.0,0.0,1.1804004812152582,0.00016739219067924408,0.00018942209564384938,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.18,pcs_only,PCS only,3,15,6.388064655570683,0.0,0.0,18.782813045663573,0.0050562077881279146,0.005721637738006494,4.7708018186093105e-05,4.770801818609311e-06,5.398670479879906e-06,1.0,0.0,0.0,1.1764678785917972,0.00025913603994166476,0.00029324003433742543,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.24,pcs_only,PCS only,3,15,6.3788242238952835,1.0877919644084146e-15,1.2309524876080796e-15,18.693433169930866,0.005475051123958784,0.006195603590879352,4.9369699472346635e-05,5.516827602613597e-06,6.242878126825767e-06,1.0,0.0,0.0,1.1722517295648351,0.00027025552169464306,0.00030582291247275445,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.3,pcs_only,PCS only,3,15,6.366998109685756,0.0,0.0,18.601983173978756,0.0019033198386092362,0.0021538091535029955,4.9461399154738856e-05,9.964075442558977e-06,1.1275412812414843e-05,1.0,0.0,0.0,1.1678039466175463,0.000200677681427142,0.0002270881742489284,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.0,pcs_only,PCS only,3,15,6.400000000000001,1.0877919644084146e-15,1.2309524876080796e-15,16.48715437119384,0.0037578970085828606,0.00425246078500472,0.0014523809523809524,9.897433186107874e-05,0.00011200000000000005,1.0,0.0,0.0,1.0643671272287059,0.001634557433341655,0.0018496758613255884,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.0,uniform_baseline,Uniform baseline,3,15,6.400000000000001,1.0877919644084146e-15,1.2309524876080796e-15,16.138467561827014,0.0037812301772812665,0.0042788647510137,0.0020523809523809527,5.8515265368783274e-05,6.621625625624405e-05,1.0,0.0,0.0,1.0414196548540329,0.001028464885364138,0.001163817577697443,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.06,pcs_only,PCS only,3,15,6.398670795073586,0.0,0.0,16.403454078652736,0.0036986339619912365,0.004185398334635483,0.0014590331828074072,9.764900636067754e-05,0.00011050025301253584,1.0,0.0,0.0,1.060830718408904,0.0016123314703357,0.001824524816505594,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.12,pcs_only,PCS only,3,15,6.394687769473973,0.0,0.0,16.31838547862449,0.005524083802008246,0.006251089289426404,0.0014647078237440955,7.388364960938478e-05,8.360722018175299e-05,1.0,0.0,0.0,1.0570773197537495,0.0013018744090911032,0.0014732095794580736,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.18,pcs_only,PCS only,3,15,6.388064655570683,0.0,0.0,16.23040013540955,0.005621661596205853,0.006361508958290364,0.0014884901674061051,5.048942066565964e-05,5.7134158000591816e-05,1.0,0.0,0.0,1.052759629943336,0.0009604445117775887,0.0010868452789363195,0.0,0.0,0.0,0.0,0.0,0.0
6,2.0,0.24,pcs_only,PCS only,3,15,6.3788242238952835,1.0877919644084146e-15,1.2309524876080796e-15,16.14100482838116,0.0061601319626292325,0.006970845539860506,0.001503386977480491,5.3700585648686336e-05,6.0767933256622836e-05,1.0,0.0,0.0,1.0483443367327245,0.0010362015995803086,0.0011725724940067276,0.0,0.0,0.0,0.0,0.0,0.0
